task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version,actual_days,profit_margin,efficiency_ratio,rework_ratio,cost_per_hour,revenue_per_hour,total_effort,profit_per_hour,delivery_days_actual,delivery_speed,ai_usage_bin
T01008,Client_A,P060,high,Media,dev,mid,2,3.0,medium,0,fixed,2026-02-04,2026-02-06,5.0,0,10.21,8.29,0.36,True,0,1,1.41,75.64,1394.25,578.44,815.81,user_091,2026-02-12,review,briefing,JIRA-64900,false,v2,2,0.5851246189707727,0.8119490695396668,0.13809990205680703,56.65426052889324,136.55729676787462,11.620000000000001,70.20740103270222,2,0.4,low_medium
T01009,Client_G,P008,mid,Content,dev,junior,4,3.0,high,0,hourly,2026-05-03,2026-05-11,7.0,1,8.9,7.81,0.81,True,2,0,2.65,81.93,704.98,482.88,222.1,user_078,2026-05-11,in_progress,qa,JIRA-78602,false,v1,8,0.31504439842265025,0.8775280898876404,0.29775280898876405,54.2561797752809,79.21123595505618,11.55,19.229437229437227,8,1.1428571428571428,very_high
T01010,Client_E,P010,mid,Media,ad,junior,5,3.0,high,0,hourly,2026-04-23,2026-04-28,10.0,0,12.38,9.3,0.35,True,3,1,1.67,74.04,1054.6,670.6,383.9999999999999,user_026,2026-04-23,review,execution,JIRA-50216,false,v2,5,0.36411909728807124,0.7512116316639742,0.13489499192245555,54.16801292407108,85.18578352180936,14.05,27.330960854092517,5,0.5,low_medium
T01011,Client_G,P035,low,Content,ticket,junior,3,4.0,medium,0,value_based,2025-10-18,2025-10-19,7.0,0,10.22,4.88,0.44,True,4,0,2.06,80.18,768.82,474.01,294.81000000000006,user_095,2025-10-27,delivered,briefing,JIRA-13888,unknown,v1,1,0.3834577664472829,0.4774951076320939,0.20156555772994128,46.38062622309197,75.22700587084148,12.280000000000001,24.007328990228014,1,0.14285714285714285,medium_high
T01012,Client_G,P022,mid,Content,article,mid,2,4.0,low,0,fixed,2026-02-08,2026-02-12,2.0,1,9.58,7.47,0.27,True,4,0,1.48,79.44,754.7,760.35,-5.649999999999977,user_030,2026-02-16,draft,execution,JIRA-81771,true,v2,4,-0.007486418444414969,0.7797494780793319,0.1544885177453027,79.36847599164928,78.77870563674323,11.06,-0.5108499095840847,4,2.0,low_medium
T01013,Client_E,P021,low,Content,ad,senior,1,3.0,medium,0,fixed,2025-12-09,2025-12-13,7.0,0,8.07,4.76,0.17,False,0,2,0.72,76.89,397.52,468.85,-71.33000000000004,user_119,2025-12-17,in_progress,qa,JIRA-35195,false,v1,4,-0.1794375125779836,0.5898389095415117,0.08921933085501858,58.09789343246592,49.25898389095415,8.790000000000001,-8.114903299203645,4,0.5714285714285714,low
T01014,Client_B,P042,mid,SEO,design,mid,2,2.0,medium,0,fixed,2025-08-29,2025-09-03,3.0,1,9.5,8.62,0.26,True,1,1,2.59,85.19,988.44,674.75,313.69000000000005,user_033,2025-09-07,draft,client_review,JIRA-16275,true,v3,5,0.317358666181053,0.9073684210526315,0.2726315789473684,71.02631578947368,104.0463157894737,12.09,25.94623655913979,5,1.6666666666666667,low_medium
T01015,Client_G,P026,low,Design,ticket,mid,1,4.0,low,0,value_based,2025-10-29,2025-11-01,5.0,0,5.67,2.28,0.19,False,1,0,1.0,82.7,542.7,287.02,255.6800000000001,user_021,2025-10-29,archived,finalized,JIRA-70415,true,v2,3,0.4711258522203797,0.4021164021164021,0.1763668430335097,50.62081128747795,95.71428571428572,6.67,38.33283358320841,3,0.6,low
T01016,Client_C,P033,low,SEO,dev,mid,3,2.0,high,0,value_based,2026-01-05,2026-01-09,10.0,0,26.56,8.57,0.58,True,2,0,2.43,100.0,6052.725158318029,1936.24,4116.485158318029,user_110,2026-01-14,delivered,client_review,JIRA-52211,false,v3,4,0.6801044241470143,0.3226656626506024,0.0914909638554217,72.90060240963855,227.8887484306487,28.99,141.9967284690593,4,0.4,medium_high
T01017,Client_H,P054,high,Content,ticket,junior,2,3.0,high,0,fixed,2026-01-16,2026-01-18,7.0,0,7.12,4.35,0.48,True,2,0,4.32,83.48,771.52,369.96,401.56,user_081,2026-01-23,review,qa,JIRA-99622,true,final,2,0.5204790543343011,0.6109550561797752,0.6067415730337079,51.960674157303366,108.35955056179775,11.440000000000001,35.1013986013986,2,0.2857142857142857,medium_high
T01018,Client_E,P024,mid,SEO,report,senior,3,3.0,medium,1,fixed,2025-09-15,2025-09-20,7.0,0,13.96,9.79,0.19,False,1,0,2.71,75.88,1108.29,1290.48,-182.19000000000003,user_113,2025-09-23,in_progress,client_review,JIRA-86649,true,v1,5,-0.1643883821021574,0.7012893982808022,0.1941260744985673,92.44126074498567,79.3904011461318,16.67,-10.929214157168566,5,0.7142857142857143,low
T01019,Client_E,P049,mid,Media,design,mid,1,3.0,medium,0,hourly,2026-01-13,2026-01-18,10.0,0,12.98,6.51,0.07,False,1,0,0.78,100.0,713.71,618.55,95.16000000000008,user_020,2026-01-20,blocked,qa,JIRA-99175,true,v1,5,0.13333146516091982,0.5015408320493066,0.060092449922958396,47.65408320493066,54.985362095531585,13.76,6.9156976744186105,5,0.5,low
T01020,Client_D,P018,mid,Design,article,mid,2,3.0,high,0,fixed,2025-10-23,2025-10-29,5.0,1,10.64,8.71,0.12,False,2,0,2.19,61.87,813.76,890.11,-76.35000000000002,user_113,2025-10-30,in_progress,qa,JIRA-49171,true,v1,6,-0.09382373181281953,0.818609022556391,0.20582706766917291,83.65695488721803,76.48120300751879,12.83,-5.950896336710835,6,1.2,low
T01021,Client_B,P026,mid,SEO,article,mid,2,2.0,low,0,hourly,2025-12-12,2025-12-17,7.0,0,15.32,11.71,0.48,True,4,2,2.79,48.05,1468.31,1005.5,462.81,user_043,2025-12-20,draft,client_review,JIRA-94934,true,v1,5,0.3151991064557212,0.7643603133159269,0.1821148825065274,65.6331592689295,95.84268929503916,18.11,25.555494202098288,5,0.7142857142857143,medium_high
T01022,Client_E,P029,high,Media,report,mid,3,3.0,high,0,hourly,2026-03-13,2026-03-17,7.0,0,14.64,11.91,0.16,False,0,0,1.5,74.2,1403.72,981.08,422.64,user_085,2026-03-15,review,client_review,JIRA-90257,true,v4,4,0.30108568660416607,0.8135245901639344,0.10245901639344263,67.01366120218579,95.88251366120218,16.14,26.185873605947954,4,0.5714285714285714,low
T01023,Client_G,P017,mid,Content,release,junior,2,3.0,low,0,value_based,2026-03-31,2026-04-05,3.0,1,7.78,5.39,0.46,True,1,1,1.27,74.07,8937.644293948588,336.56,8601.084293948588,user_043,2026-04-09,in_progress,briefing,JIRA-12685,false,v3,5,0.9623435450180229,0.6928020565552698,0.16323907455012854,43.25964010282776,1148.7974670885073,9.05,950.3960545799545,5,1.6666666666666667,medium_high
T01024,Client_H,P051,mid,Design,design,junior,3,5.0,medium,0,hourly,2025-12-25,2025-12-29,5.0,0,22.54,11.89,0.09,False,1,0,18.33801622909704,92.95,1289.82,1458.51,-168.69000000000003,user_015,2026-01-01,in_progress,client_review,JIRA-74294,false,final,4,-0.1307856910266549,0.5275066548358475,0.8135765851418385,64.70763087843834,57.223602484472046,40.87801622909704,-4.126667963890239,4,0.8,low
T01025,Client_F,P030,mid,SEO,dev,junior,4,5.0,low,0,fixed,2026-05-07,2026-05-15,5.0,1,11.54,8.05,0.49,True,3,2,2.98,68.13,1451.54,426.27,1025.27,user_071,2026-05-07,delivered,execution,JIRA-40137,false,v1,8,0.7063325847031429,0.697573656845754,0.25823223570190645,36.93847487001733,125.7833622183709,14.52,70.61088154269973,8,1.6,medium_high
T01026,Client_F,P021,low,Content,dev,mid,2,3.0,low,0,hourly,2025-12-27,2026-01-02,5.0,1,11.09,8.21,0.02,False,2,1,1.34,54.43,885.59,501.87,383.72,user_029,2025-12-29,review,briefing,JIRA-30605,true,final,6,0.4332930588647117,0.740306582506763,0.12082957619477007,45.254283137962126,79.85482416591525,12.43,30.870474658085282,6,1.2,low
T01027,Client_B,P058,low,Content,dev,junior,3,4.0,medium,0,hourly,2026-03-08,2026-03-10,5.0,0,10.47,8.59,0.23,True,1,0,2.84,78.74075858044833,1024.95,315.63,709.32,user_035,2026-03-17,archived,qa,JIRA-76184,true,v3,2,0.692053270891263,0.8204393505253104,0.271251193887297,30.14613180515759,97.89398280802293,13.31,53.292261457550715,2,0.4,low_medium
T01028,Client_E,P044,high,Design,ticket,junior,2,3.0,high,0,hourly,2025-08-19,2025-08-25,2.0,1,10.17,6.87,0.25,True,5,2,1.21,53.35,766.42,421.73,344.68999999999994,user_070,2025-08-26,in_progress,execution,JIRA-67858,true,v2,6,0.44974035124344347,0.6755162241887905,0.11897738446411013,41.46804326450344,75.36086529006883,11.379999999999999,30.289103690685412,6,3.0,low_medium
T01029,Client_C,P035,high,Media,design,junior,2,4.0,medium,0,fixed,2026-03-09,2026-03-14,5.0,0,14.72,11.86,0.13,False,1,1,1.49,73.42658702580805,1066.3,503.17,563.1299999999999,user_102,2026-03-13,archived,client_review,JIRA-90816,true,final,5,0.5281159148457282,0.8057065217391304,0.10122282608695651,34.18274456521739,72.43885869565217,16.21,34.73966687230104,5,1.0,low
T01030,Client_G,P001,mid,Content,design,junior,2,5.0,high,0,fixed,2025-12-10,2025-12-18,2.0,1,13.51,7.58,0.81,True,3,2,3.29,66.92,2974.9521843287853,229.33,2745.6221843287854,user_069,2025-12-12,review,execution,JIRA-10089,true,v2,8,0.9229130467346514,0.5610658771280533,0.24352331606217617,16.974833456698743,220.2037146061277,16.8,163.42989192433245,8,4.0,very_high
T01031,Client_B,P044,low,SEO,ad,mid,4,4.0,high,0,hourly,2026-05-26,2026-06-01,5.0,1,10.96,10.38,0.48,True,3,0,2.69,80.5,801.25,816.18,-14.92999999999995,user_024,2026-05-27,delivered,execution,JIRA-21679,false,v4,6,-0.018633385335413356,0.9470802919708029,0.24543795620437953,74.46897810218977,73.10675182481751,13.65,-1.09377289377289,6,1.2,medium_high
T01032,Client_D,P060,low,SEO,article,junior,4,3.0,high,0,fixed,2025-07-05,2025-07-12,5.0,1,14.86,9.76,0.46,True,2,1,1.68,94.64,1282.5,839.86,442.64,user_001,2025-07-13,archived,briefing,JIRA-24405,false,v3,7,0.3451384015594542,0.6567967698519516,0.11305518169582772,56.51816958277254,86.30551816958278,16.54,26.76178960096735,7,1.4,medium_high
T01033,Client_B,P031,mid,Media,ad,mid,5,3.0,low,0,hourly,2026-03-28,2026-03-28,7.0,0,11.55,7.53,0.48,True,0,0,3.12,62.41,915.68,465.86,449.82,user_083,2026-04-05,in_progress,qa,JIRA-34486,true,v2,0,0.491241481740346,0.6519480519480519,0.2701298701298701,40.33419913419913,79.27965367965368,14.670000000000002,30.66257668711656,0,0.0,medium_high
T01034,Client_A,P042,mid,Design,report,senior,1,5.0,medium,0,hourly,2026-05-25,2026-05-28,5.0,0,9.49,6.67,0.25,True,3,0,1.22,71.94,599.03,728.62,-129.59000000000003,user_119,2026-05-28,review,finalized,JIRA-10751,true,final,3,-0.2163330717994091,0.702845100105374,0.12855637513171758,76.77766069546891,63.122233930453106,10.71,-12.099906629318395,3,0.6,low_medium
T01035,Client_H,P008,mid,Content,design,mid,1,3.0,high,0,fixed,2025-07-26,2025-07-29,5.0,0,5.86,4.44,0.4,True,5,0,3.92,82.17,633.22,300.11,333.11,user_004,2025-08-01,blocked,briefing,JIRA-97972,unknown,v2,3,0.5260572944632197,0.7576791808873721,0.6689419795221843,51.21331058020478,108.0580204778157,9.780000000000001,34.06032719836401,3,0.6,medium_high
T01036,Client_D,P036,mid,Design,release,senior,3,2.0,high,0,fixed,2026-01-11,2026-01-16,5.0,0,29.28,16.16,0.33,True,0,2,2.95,80.05,1374.22,2549.03,-1174.8100000000002,user_063,2026-01-19,delivered,qa,JIRA-60119,false,v1,5,-0.8548922297739809,0.5519125683060109,0.10075136612021858,87.05703551912569,46.93374316939891,32.230000000000004,-36.450822215327335,5,1.0,low_medium
T01037,Client_G,P014,high,Media,report,senior,3,2.0,medium,0,fixed,2026-03-08,2026-03-13,2.0,1,10.72,6.73,0.17,False,3,2,1.62,63.51,1371.78,795.88,575.9,user_082,2026-03-16,in_progress,client_review,JIRA-11871,false,v1,5,0.41981950458528333,0.6277985074626866,0.15111940298507462,74.24253731343283,127.96455223880596,12.34,46.66936790923825,5,2.5,low
T01038,Client_C,P021,high,Content,ad,mid,3,3.0,low,0,hourly,2026-03-04,2026-03-09,5.0,0,7.88,4.86,0.1,False,4,3,7.165730205407753,55.01553881806212,572.83,582.05,-9.219999999999914,user_109,2026-03-05,review,qa,JIRA-65186,false,final,5,-0.01609552572316379,0.616751269035533,0.9093566250517453,73.86421319796953,72.69416243654823,15.045730205407754,-0.6127984400973806,5,1.0,low
T01039,Client_G,P041,mid,Design,article,junior,3,3.0,low,0,fixed,2026-04-22,2026-04-27,5.0,0,13.7,9.82,0.44,True,3,1,2.27,81.36,986.71,632.41,354.30000000000007,user_113,2026-04-29,in_progress,execution,JIRA-77721,true,v1,5,0.35907206778080697,0.7167883211678833,0.16569343065693432,46.16131386861314,72.02262773722629,15.969999999999999,22.185347526612404,5,1.0,medium_high
T01040,Client_E,P028,high,Design,ad,mid,4,3.0,high,0,value_based,2025-07-15,2025-07-22,3.0,1,12.9,7.85,0.46,True,4,0,0.0,94.69,1171.87,768.78,403.0899999999999,user_037,2025-07-21,delivered,briefing,JIRA-96301,true,v4,7,0.34397160094549734,0.6085271317829457,0.0,59.5953488372093,90.84263565891472,12.9,31.24728682170542,7,2.3333333333333335,medium_high
T01041,Client_F,P039,mid,Design,ad,mid,2,5.0,medium,0,fixed,2026-01-09,2026-01-14,5.0,0,4.94,3.68,0.19,False,1,1,1.47,79.76,735.63,333.12,402.51,user_098,2026-01-18,review,client_review,JIRA-39683,true,v1,5,0.5471636556421027,0.7449392712550607,0.2975708502024291,67.4331983805668,148.91295546558703,6.41,62.79407176287051,5,1.0,low
T01042,Client_B,P064,high,Media,article,mid,2,2.0,low,0,fixed,2025-10-30,2025-10-31,7.0,0,11.73,7.98,0.32,True,4,2,2.5,64.71,987.06,701.48,285.5799999999999,user_035,2025-11-05,in_progress,client_review,JIRA-37377,unknown,v3,1,0.2893238506271148,0.680306905370844,0.21312872975277067,59.80221653878943,84.14833759590792,14.23,20.06886858749121,1,0.14285714285714285,low_medium
T01043,Client_H,P040,high,Media,design,junior,2,3.0,medium,0,hourly,2025-11-15,2025-11-18,3.0,0,8.68,6.64,0.61,True,2,0,1.15,72.25,891.31,285.76,605.55,user_048,2025-11-24,draft,qa,JIRA-53018,false,v1,3,0.6793932526281541,0.7649769585253456,0.1324884792626728,32.92165898617512,102.68548387096774,9.83,61.60223804679552,3,1.0,high
T01044,Client_F,P019,high,Design,ad,junior,3,3.0,medium,1,hourly,2025-08-16,2025-08-21,5.0,0,9.45,9.4,0.17,False,2,1,3.3,60.53,1108.27,554.89,553.38,user_096,2025-08-20,in_progress,finalized,JIRA-18339,true,v1,5,0.4993187580643706,0.9947089947089949,0.3492063492063492,58.71851851851852,117.27724867724868,12.75,43.40235294117647,5,1.0,low
T01045,Client_G,P022,mid,SEO,ticket,mid,2,3.0,high,0,fixed,2026-02-08,2026-02-15,5.0,1,15.34,6.82,0.26,True,6,0,1.39,68.35,726.09,663.41,62.680000000000064,user_103,2026-02-14,review,client_review,JIRA-82081,false,v2,7,0.086325386660056,0.4445893089960887,0.09061277705345501,43.247066492829205,47.33311603650587,16.73,3.7465630603705953,7,1.4,low_medium
T01046,Client_H,P006,low,Design,article,mid,5,2.0,high,0,fixed,2026-04-12,2026-04-18,7.0,0,15.44,14.99,0.43,True,4,4,5.62,51.15,1032.76,710.15,322.61,user_072,2026-04-12,review,execution,JIRA-65325,true,v2,6,0.31237654440528295,0.9708549222797928,0.3639896373056995,45.994170984455955,66.88860103626943,21.06,15.318613485280153,6,0.8571428571428571,medium_high
T01047,Client_B,P015,mid,Content,release,mid,2,3.0,high,0,fixed,2026-03-18,2026-03-24,7.0,0,24.26,15.55,0.23,True,6,1,0.93,62.41,909.24,1318.71,-409.47,user_094,2026-03-21,delivered,finalized,JIRA-55357,true,v1,6,-0.45034314372442924,0.6409727947238252,0.03833470733718054,54.35737840065952,37.478977741137676,25.19,-16.255260023818977,6,0.8571428571428571,low_medium
T01048,Client_F,P002,mid,Media,report,senior,2,3.0,high,0,hourly,2026-01-24,2026-01-29,5.0,0,9.1,5.43,0.56,True,1,0,1.15,85.2,320.04,601.21,-281.17,user_106,2026-02-02,in_progress,client_review,JIRA-80479,true,v1,5,-0.878546431696038,0.5967032967032967,0.12637362637362637,66.06703296703297,35.16923076923077,10.25,-27.431219512195124,5,1.0,medium_high
T01049,Client_E,P021,high,Content,report,mid,4,4.0,low,0,hourly,2025-10-30,2025-11-02,3.0,0,8.27,6.03,0.17,False,2,2,0.42,72.63,574.47,510.04,64.43,user_017,2025-11-01,archived,execution,JIRA-80419,false,v2,3,0.11215555207408569,0.7291414752116083,0.05078597339782346,61.67351874244257,69.46432889963725,8.69,7.4142692750287695,3,1.0,low
T01050,Client_D,P027,mid,Design,release,junior,2,4.0,medium,0,fixed,2026-02-25,2026-03-04,5.0,1,20.78,16.54,0.26,True,3,1,0.88,69.01,1283.64,1536.23,-252.58999999999992,user_003,2026-03-05,in_progress,briefing,JIRA-52440,false,v1,7,-0.1967763547412046,0.7959576515880654,0.04234841193455245,73.92829643888354,61.77285851780558,21.66,-11.66158818097876,7,1.4,low_medium
T01051,Client_E,P051,mid,Design,ticket,mid,5,3.0,medium,1,fixed,2025-10-02,2025-10-07,7.0,0,9.5,4.15,0.46,True,4,2,2.23,61.01,910.37,759.2,151.16999999999996,user_111,2025-10-11,in_progress,finalized,JIRA-99664,false,v3,5,0.1660533629183738,0.4368421052631579,0.23473684210526316,79.91578947368421,95.82842105263158,11.73,12.887468030690533,5,0.7142857142857143,medium_high
T01052,Client_F,P042,high,Content,dev,mid,2,3.0,low,1,hourly,2025-07-22,2025-07-25,2.0,1,10.642331803149219,7.45,0.38,True,2,0,2.45,90.68,771.68,488.85,282.8299999999999,user_116,2025-07-23,review,briefing,JIRA-49303,unknown,v4,3,0.36651202571013886,0.7000345542501727,0.23021270576012393,45.93448212687207,72.51042480856016,13.092331803149218,21.602721673458372,3,1.5,low_medium
T01053,Client_E,P014,mid,Design,report,junior,1,3.0,high,0,value_based,2025-12-26,2026-01-01,7.0,0,17.78,17.78,0.33,True,1,0,1.7,64.07,1041.02,853.44,187.58,user_019,2026-01-02,review,execution,JIRA-48217,unknown,v4,6,0.18018866112082382,1.0,0.09561304836895387,48.0,58.550056242969625,19.48,9.629363449691992,6,0.8571428571428571,low_medium
T01054,Client_D,P041,mid,Media,ad,junior,2,3.0,low,0,value_based,2025-10-04,2025-10-06,2.0,0,16.95,13.9,0.34,True,2,0,0.0,72.32,824.15,721.02,103.13,user_094,2025-10-08,in_progress,finalized,JIRA-41252,unknown,v1,2,0.12513498756294364,0.8200589970501475,0.0,42.538053097345134,48.62241887905605,16.95,6.084365781710915,2,1.0,low_medium
T01055,Client_F,P047,high,SEO,article,mid,3,5.0,low,0,fixed,2026-03-18,2026-03-23,7.0,0,4.6,2.8,0.53,True,0,1,0.0,100.0,1398.44,249.17,1149.27,user_073,2026-03-24,review,qa,JIRA-32033,true,final,5,0.8218228883613169,0.6086956521739131,0.0,54.16739130434783,304.00869565217397,4.6,249.8413043478261,5,0.7142857142857143,medium_high
T01056,Client_E,P007,high,Design,design,junior,5,4.0,medium,1,hourly,2026-02-20,2026-02-22,2.0,0,16.85,9.68,0.42,True,3,1,2.09,95.95,1101.94,696.01,405.93000000000006,user_108,2026-02-22,delivered,client_review,,false,v1,2,0.36837758861644015,0.574480712166172,0.12403560830860533,41.30623145400593,65.39703264094955,18.94,21.4324181626188,2,1.0,medium_high
T01057,Client_B,P034,mid,Design,design,mid,3,3.0,medium,0,hourly,2026-03-22,2026-03-25,2.0,1,14.63,14.63,0.55,True,2,0,0.65,88.3,1572.98,899.87,673.11,user_035,2026-03-22,delivered,qa,JIRA-71628,false,v4,3,0.42792025327721905,1.0,0.04442925495557074,61.50854408749145,107.51742993848256,15.280000000000001,44.05170157068063,3,1.5,medium_high
T01058,Client_E,P053,low,Media,ad,junior,2,2.0,medium,0,fixed,2026-01-31,2026-02-04,7.0,0,12.21,8.2,0.7,True,4,2,0.0,42.96,405.89,478.97,-73.08000000000004,user_108,2026-02-01,delivered,briefing,JIRA-17595,false,v1,4,-0.18004878168962044,0.6715806715806715,0.0,39.22768222768223,33.24242424242424,12.21,-5.985257985257988,4,0.5714285714285714,high
T01059,Client_G,P039,mid,Design,dev,mid,3,5.0,medium,0,fixed,2025-10-02,2025-10-08,5.0,1,22.35,14.61,0.16,False,2,2,1.58,67.89,1351.18,995.0,356.18000000000006,user_008,2025-10-07,blocked,finalized,JIRA-68725,true,v4,6,0.2636066253200906,0.6536912751677851,0.07069351230425056,44.51901565995525,60.45548098434004,23.93,14.884245716673634,6,1.2,low
T01060,Client_F,P031,low,Content,design,senior,5,4.0,high,1,value_based,2025-09-17,2025-09-24,7.0,0,18.67,14.48,0.39,True,1,1,5.46,72.99,1392.74,1459.53,-66.78999999999996,user_063,2025-09-25,draft,execution,,true,final,7,-0.04795582807990003,0.7755757900374932,0.2924477771826459,78.17514729512587,74.59775040171397,24.130000000000003,-2.767923746373807,7,1.0,low_medium
T01061,Client_E,P034,high,Media,dev,senior,2,2.0,medium,0,fixed,2026-04-04,2026-04-09,5.0,0,12.05,9.91,0.05,False,2,2,2.72,63.64,1178.56,957.12,221.44,user_021,2026-04-12,in_progress,qa,JIRA-87404,false,v2,5,0.1878903068150964,0.8224066390041493,0.22572614107883818,79.42904564315353,97.8058091286307,14.770000000000001,14.992552471225455,5,1.0,low
T01062,Client_H,P047,high,Content,release,junior,5,3.0,medium,0,hourly,2026-03-21,2026-03-26,2.0,1,9.92,5.4,0.7,True,4,1,2.03,71.7,455.21,378.77,76.44,user_040,2026-03-24,delivered,finalized,,true,v2,5,0.16792249730893435,0.5443548387096775,0.20463709677419353,38.18245967741935,45.88810483870967,11.95,6.396652719665272,5,2.5,high
T01063,Client_D,P046,low,Design,ticket,senior,1,5.0,high,0,hourly,2025-09-04,2025-09-09,10.0,0,8.81,7.17,0.21,True,4,0,0.71,62.73,859.76,878.66,-18.899999999999977,user_077,2025-09-07,in_progress,briefing,JIRA-77422,false,v3,5,-0.0219828789429608,0.8138479001135073,0.08059023836549375,99.7343927355278,97.58910329171395,9.52,-1.9852941176470564,5,0.5,low_medium
T01064,Client_H,P059,high,Content,report,junior,2,4.0,high,1,value_based,2026-01-15,2026-01-20,5.0,0,10.98,6.8,0.73,True,1,0,3.22,77.37,1453.13,401.92,1051.21,user_104,2026-01-17,review,qa,JIRA-26496,true,final,5,0.7234108441777405,0.6193078324225865,0.29326047358834245,36.60473588342441,132.3433515482696,14.200000000000001,74.02887323943662,5,1.0,high
T01065,Client_C,P028,high,SEO,article,mid,3,5.0,medium,0,value_based,2026-03-23,2026-03-28,5.0,0,8.31,6.85,0.19,False,1,0,0.81,61.05,1543.73,382.18,1161.55,user_104,2026-03-31,delivered,briefing,JIRA-36544,true,v3,5,0.7524308007229243,0.8243080625752105,0.09747292418772563,45.99037304452467,185.76774969915763,9.120000000000001,127.3629385964912,5,1.0,low
T01066,Client_G,P050,mid,SEO,report,junior,3,2.0,medium,0,fixed,2026-01-02,2026-01-08,2.0,1,30.74,23.51,0.09,False,0,0,1.51,74.22040444689898,1257.96,1674.57,-416.6099999999999,user_037,2026-01-11,review,qa,JIRA-51418,unknown,v3,6,-0.33117905179814927,0.7648015614834093,0.049121665582303194,54.47527651268705,40.92257644762525,32.25,-12.918139534883718,6,3.0,low
T01067,Client_G,P037,high,Content,ad,junior,1,3.0,medium,0,hourly,2025-11-04,2025-11-08,3.0,1,7.23,4.85,0.53,True,3,1,0.72,59.09,444.61,225.61,219.0,user_038,2025-11-05,in_progress,client_review,JIRA-21234,false,final,4,0.492566518971683,0.6708160442600276,0.0995850622406639,31.20470262793914,61.49515905947441,7.95,27.547169811320753,4,1.3333333333333333,medium_high
T01068,Client_A,P028,low,Content,release,junior,3,3.0,medium,0,hourly,2026-01-30,2026-02-04,2.0,1,21.71,11.99,0.49,True,0,2,0.77,65.7,1502.78,826.62,676.16,user_068,2026-01-31,delivered,client_review,JIRA-25679,true,v1,5,0.4499394455608938,0.5522800552740672,0.03546752648549056,38.07554122524182,69.22063565177338,22.48,30.078291814946617,5,2.5,medium_high
T01069,Client_G,P041,high,Design,article,junior,4,4.0,low,1,value_based,2025-11-03,2025-11-07,2.0,1,16.54,11.91,0.43,True,5,2,1.85,66.15,1996.79,849.72,1147.07,user_030,2025-11-07,review,client_review,JIRA-30639,false,v1,4,0.5744570034906024,0.7200725513905684,0.11185006045949215,51.37363966142685,120.72490931076179,18.39,62.37466014138118,4,2.0,medium_high
T01070,Client_B,P049,high,Content,release,mid,2,3.0,medium,1,fixed,2026-03-28,2026-03-30,5.0,0,22.9,16.06,0.25,True,2,0,1.78,82.76,1683.87,1949.21,-265.34000000000015,user_117,2026-03-28,in_progress,execution,,false,v4,2,-0.15757748519778852,0.7013100436681222,0.0777292576419214,85.11834061135372,73.53144104803494,24.68,-10.751215559157218,2,0.4,low_medium
T01071,Client_A,P062,mid,Media,design,junior,5,5.0,medium,0,fixed,2025-07-21,2025-07-23,7.0,0,12.69,10.4,0.41,True,2,2,1.54,71.35,1517.64,417.99,1099.65,user_076,2025-07-22,in_progress,qa,,false,v4,2,0.7245789515300072,0.8195429472025217,0.12135539795114264,32.938534278959814,119.59338061465722,14.23,77.27687983134224,2,0.2857142857142857,medium_high
T01072,Client_F,P034,low,Media,release,junior,3,3.0,high,0,fixed,2026-03-11,2026-03-16,2.0,1,41.11,12.69,0.39,True,4,0,1.73,69.4,1359.21,1231.23,127.98000000000002,user_026,2026-03-15,in_progress,client_review,,false,v4,5,0.09415763568543493,0.3086840184869861,0.04208221843833617,29.949647287764535,33.06275845293116,42.839999999999996,2.9873949579831938,5,2.5,low_medium
T01073,Client_E,P045,mid,SEO,article,mid,3,2.0,high,0,hourly,2025-09-04,2025-09-13,5.0,1,11.67,6.68,0.25,True,7,0,4.52,60.95,567.75,884.88,-317.13,user_084,2025-09-06,in_progress,qa,,true,v1,9,-0.5585733157199472,0.572407883461868,0.38731790916880887,75.82519280205655,48.65038560411311,16.189999999999998,-19.588017294626315,9,1.8,low_medium
T01074,Client_H,P016,mid,Media,ticket,senior,2,3.0,medium,0,hourly,2026-01-30,2026-02-02,7.0,0,10.56,1.83,0.07,False,3,2,2.06,62.91,193.41,756.44,-563.0300000000001,user_063,2026-02-08,archived,execution,JIRA-39836,true,v2,3,-2.9110697482032992,0.17329545454545453,0.19507575757575757,71.63257575757576,18.315340909090907,12.620000000000001,-44.61410459587956,3,0.42857142857142855,low
T01075,Client_C,P028,mid,Design,design,junior,4,4.0,low,0,fixed,2026-05-03,2026-05-06,5.0,0,14.423844049247604,9.79,0.44,True,3,1,1.3,80.64,5087.1,995.46,4091.64,user_043,2026-05-08,blocked,finalized,JIRA-52225,true,v3,3,0.8043168013209883,0.6787372330547818,0.09012853962933774,69.01488927647735,352.68684149877237,15.723844049247605,260.21881081908765,3,0.6,medium_high
